x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5054808259010315,0.7586769461631775,7.434965709762764e-07,0.435769259929657,0.7099555730819702,-0.0303174685686826,0.3771987855434418,0.6361208558082581,-0.0533692017197608,0.3363415598869324,0.5738282799720764,-0.0749751627445221,0.298389583826065,0.5275255441665649,-0.0974677056074142,0.4419072568416595,0.4822235107421875,-0.0421189591288566,0.4475868344306946,0.3605371117591858,-0.0743366479873657,0.4575444757938385,0.2874069809913635,-0.0994067266583442,0.4711827933788299,0.2278640270233154,-0.1164439097046852,0.4892545044422149,0.4821217954158783,-0.0500011555850505,0.49908247590065,0.3470421433448791,-0.0772480592131614,0.5084155201911926,0.2630628943443298,-0.0986272543668747,0.519149661064148,0.194569706916809,-0.1141161248087883,0.535297691822052,0.5037369132041931,-0.0617887452244758,0.5555202960968018,0.3793535232543945,-0.0890487655997276,0.5661536455154419,0.3008612990379333,-0.1058702170848846,0.5750065445899963,0.2346216738224029,-0.1178907826542854,0.5798776745796204,0.5460845232009888,-0.0762552544474601,0.6150858998298645,0.4593618810176849,-0.1009278371930122,0.6399877667427063,0.4032773077487945,-0.1103303506970405,0.6608239412307739,0.3532007336616516,-0.1160334944725036,HELLO
0.5043479204177856,0.7619644403457642,7.539425155300705e-07,0.4340718984603882,0.7127978801727295,-0.0321525372564792,0.3756346106529236,0.6376144886016846,-0.0557948984205722,0.3339206278324127,0.5743210911750793,-0.0772500857710838,0.2954427003860473,0.5275146961212158,-0.0992873609066009,0.4413292706012726,0.4837866425514221,-0.0442848689854145,0.4484371244907379,0.3596924543380737,-0.0757966563105583,0.4586658179759979,0.2854495048522949,-0.1000046133995056,0.4718502759933471,0.2263649702072143,-0.1163912340998649,0.4890212416648865,0.4850526452064514,-0.0510670579969882,0.500906229019165,0.3483603894710541,-0.0774566605687141,0.5108323693275452,0.264564573764801,-0.0976201072335243,0.5216706991195679,0.1971352994441986,-0.1122055649757385,0.5345053672790527,0.5071352124214172,-0.0617839097976684,0.555215060710907,0.3811316788196563,-0.0878093019127845,0.5662084221839905,0.3026197552680969,-0.1035158857703208,0.5753529071807861,0.2370391190052032,-0.1148655340075492,0.5784841179847717,0.5484464764595032,-0.0753910839557647,0.6128010749816895,0.4611745476722717,-0.0990271046757698,0.6367468237876892,0.4054208993911743,-0.1077260002493858,0.6566184759140015,0.3561473488807678,-0.1129124909639358,HELLO
0.5037140250205994,0.7612793445587158,7.419033636324457e-07,0.433332622051239,0.709920346736908,-0.0314004085958004,0.3750234246253967,0.6337416768074036,-0.0543617270886898,0.3333171308040619,0.5708896517753601,-0.0753441751003265,0.2940834760665893,0.525675892829895,-0.0971386432647705,0.4428040087223053,0.4834091663360595,-0.0431821420788764,0.4499492645263672,0.3590503334999084,-0.0747092366218566,0.4596855938434601,0.2844297885894775,-0.0990095809102058,0.4720583856105804,0.2244408428668975,-0.1155252382159233,0.4901047050952911,0.4853242039680481,-0.0501427464187145,0.5020261406898499,0.3494659066200256,-0.0768094584345817,0.5114228129386902,0.2659948766231537,-0.0973548367619514,0.5215587019920349,0.1978606581687927,-0.1122760623693466,0.5347985029220581,0.5075843930244446,-0.0610240995883941,0.555984616279602,0.3825532793998718,-0.0873862355947494,0.5664501786231995,0.3040839433670044,-0.1034210994839668,0.5747742652893066,0.2380003035068512,-0.114959567785263,0.5779321789741516,0.5484016537666321,-0.074705071747303,0.61277174949646,0.4622539281845093,-0.0984972640872001,0.6364472508430481,0.4062303900718689,-0.1073659136891365,0.6560029983520508,0.356140524148941,-0.112739086151123,HELLO
0.5023970007896423,0.7613207697868347,7.635730412403063e-07,0.4317627549171448,0.7116942405700684,-0.0320529751479625,0.3723649382591247,0.6380273699760437,-0.0553878955543041,0.3309115171432495,0.5763400793075562,-0.0766615495085716,0.2939044833183288,0.5294106006622314,-0.0988995283842086,0.4391198754310608,0.4841810762882232,-0.045399148017168,0.4458734095096588,0.3629149496555328,-0.0784657150506973,0.4557985663414001,0.2881991863250732,-0.1041848957538604,0.4683397114276886,0.2268545925617218,-0.121519073843956,0.4868872463703155,0.4838443994522095,-0.0524188056588172,0.5007132291793823,0.3483004868030548,-0.0801641941070556,0.5104354619979858,0.2620954513549804,-0.1020465567708015,0.5203225016593933,0.1907796263694763,-0.1180078610777854,0.5325123071670532,0.5052434802055359,-0.0633237957954406,0.5565537214279175,0.383668839931488,-0.0906609445810318,0.5677061676979065,0.3050549626350403,-0.1081895232200622,0.5760740637779236,0.2389623522758484,-0.1206030771136283,0.5760552883148193,0.5470917820930481,-0.0770475789904594,0.6132690906524658,0.4610379040241241,-0.1017853617668151,0.6385980844497681,0.4051688313484192,-0.1115099489688873,0.6595752239227295,0.3560808897018432,-0.1173351183533668,HELLO
0.5026898384094238,0.7613690495491028,7.615995514242968e-07,0.4321311712265014,0.7112141251564026,-0.0318250991404056,0.3724048435688019,0.637893557548523,-0.0549179576337337,0.3304618000984192,0.5764652490615845,-0.0760107785463333,0.2935170531272888,0.529827892780304,-0.098060131072998,0.4395452737808227,0.4839793443679809,-0.0447615049779415,0.4460781812667846,0.3618606925010681,-0.0775083228945732,0.4555825293064117,0.2868090271949768,-0.1029626652598381,0.4677570164203644,0.2252243757247924,-0.1201571375131607,0.4873405694961548,0.4836951792240143,-0.0517745725810527,0.501297116279602,0.3482256531715393,-0.0793012306094169,0.5110053420066833,0.2622905075550079,-0.1009107083082199,0.520961582660675,0.1916424930095672,-0.1166187524795532,0.5329001545906067,0.5050088167190552,-0.0626972913742065,0.5563392043113708,0.3836936056613922,-0.0899039655923843,0.5671937465667725,0.3051474094390869,-0.1073664873838424,0.5755673050880432,0.2392590641975402,-0.1197185441851615,0.5764166712760925,0.546729326248169,-0.0764384567737579,0.6133420467376709,0.4614111185073852,-0.1011487320065498,0.6384407877922058,0.4057098627090454,-0.1109480932354927,0.6595186591148376,0.3568266630172729,-0.1168067455291748,HELLO
0.5096085071563721,0.7604467272758484,7.485939477192005e-07,0.4367026090621948,0.7118389010429382,-0.0337046831846237,0.3758469521999359,0.6392506957054138,-0.0578073263168334,0.3315667510032654,0.5776960253715515,-0.079672947525978,0.2928804457187652,0.530730128288269,-0.1023072153329849,0.4420980811119079,0.4843140244483948,-0.0459096394479274,0.4475334584712982,0.3608051240444183,-0.0792420208454132,0.4572256207466125,0.2861566543579101,-0.1052593737840652,0.4697123169898987,0.2254790067672729,-0.1230339631438255,0.4906307160854339,0.4826326370239258,-0.0522944703698158,0.5022701025009155,0.3497537076473236,-0.0809936299920082,0.5096600651741028,0.2659889161586761,-0.1034208610653877,0.5171728730201721,0.1964357197284698,-0.1197200790047645,0.5369833707809448,0.5027078986167908,-0.0628533512353897,0.5588056445121765,0.3821866512298584,-0.0914930999279022,0.5676032304763794,0.303555428981781,-0.1097670122981071,0.5734977126121521,0.2363404333591461,-0.1226943582296371,0.5812455415725708,0.5428682565689087,-0.0763312354683876,0.618377685546875,0.4580467045307159,-0.1025482788681984,0.6427478194236755,0.402154803276062,-0.1134469434618949,0.662730872631073,0.351898193359375,-0.1200642064213752,HELLO
0.5080171227455139,0.7611500024795532,7.562009045614104e-07,0.4356808364391327,0.7117897272109985,-0.0327698364853858,0.3757981061935425,0.638287365436554,-0.056412536650896,0.3318891823291778,0.5771458148956299,-0.0780519321560859,0.292676568031311,0.5311641097068787,-0.1003979444503784,0.4422754943370819,0.4829588532447815,-0.0434175319969654,0.4479735195636749,0.3611627221107483,-0.0760896876454353,0.4576606452465057,0.2872033715248108,-0.1019236594438552,0.4701235294342041,0.2268489599227905,-0.1196104511618614,0.4903956353664398,0.4819474816322326,-0.0502587705850601,0.50234454870224,0.3503361940383911,-0.0785249322652816,0.5095508098602295,0.2668145596981048,-0.1009864583611488,0.5170102715492249,0.1969759166240692,-0.1171804443001747,0.5365718603134155,0.5027830600738525,-0.061254434287548,0.5579094290733337,0.3833461999893188,-0.0897717550396919,0.5664111971855164,0.3047076463699341,-0.1079442724585533,0.5724244117736816,0.2374181449413299,-0.1205916106700897,0.5807796120643616,0.5440629124641418,-0.0750961750745773,0.6172975301742554,0.4589429497718811,-0.1012564375996589,0.6418368220329285,0.4027475714683532,-0.1118692308664321,0.662269651889801,0.3525860905647278,-0.1181015819311142,HELLO
0.5167608857154846,0.7561016082763672,7.478519137293915e-07,0.4441668689250946,0.710515022277832,-0.0329513326287269,0.3815661370754242,0.6392923593521118,-0.055850189179182,0.3364664614200592,0.5779477953910828,-0.076463408768177,0.29634490609169,0.5346097946166992,-0.0976839885115623,0.4481870532035827,0.4795509576797485,-0.0437742359936237,0.4512430429458618,0.3563160300254822,-0.0744274035096168,0.4591712355613708,0.2818310260772705,-0.0982648506760597,0.470181792974472,0.2209373712539672,-0.1146709695458412,0.4979119896888733,0.4756380319595337,-0.0495402179658412,0.5091110467910767,0.3425497710704803,-0.0750763788819313,0.5187875032424927,0.2593837082386017,-0.0951138511300087,0.5294085741043091,0.1925630271434784,-0.1098899096250534,0.5457338094711304,0.4946973025798797,-0.0595439225435256,0.5678468942642212,0.3761436343193054,-0.0859991833567619,0.5788167715072632,0.2999699711799621,-0.1039732694625854,0.5872249603271484,0.2359496653079986,-0.1168473213911056,0.5912426114082336,0.5342451930046082,-0.0724078193306922,0.6290882229804993,0.4499918818473816,-0.0973237231373786,0.6537269353866577,0.3959283232688904,-0.1084806770086288,0.6742449402809143,0.3473894298076629,-0.115449771285057,HELLO
0.5183369517326355,0.758574903011322,7.684515139771975e-07,0.4433854222297668,0.711388111114502,-0.0364408604800701,0.3793718516826629,0.6401224136352539,-0.061238519847393,0.3342985510826111,0.5778159499168396,-0.0831931829452514,0.2922923266887665,0.534847617149353,-0.1061663478612899,0.4450439810752868,0.48343226313591,-0.0486157909035682,0.4466026723384857,0.3629322946071625,-0.0818011313676834,0.4521573781967163,0.2860512137413025,-0.1073012575507164,0.4605320692062378,0.2228666543960571,-0.1250087767839431,0.4975790977478027,0.4788520932197571,-0.0541359633207321,0.5105816721916199,0.345156580209732,-0.0828815400600433,0.5209572315216064,0.2595798671245575,-0.1050473973155021,0.5318357348442078,0.1895192861557006,-0.1210965290665626,0.5463396310806274,0.4981490075588226,-0.0639866515994072,0.5681326389312744,0.3767752051353454,-0.0932170003652572,0.5785483121871948,0.2982044517993927,-0.1118872314691543,0.5866561532020569,0.2316643297672271,-0.1249967366456985,0.5923387408256531,0.5386866927146912,-0.0769157484173774,0.6290401816368103,0.4560676217079162,-0.1037139147520065,0.6522910594940186,0.4010371267795563,-0.1149587407708168,0.6716970205307007,0.3519640564918518,-0.1218414530158042,HELLO
0.5169710516929626,0.7597587704658508,7.548345024588343e-07,0.442053347826004,0.7124613523483276,-0.0347588434815406,0.3783759474754333,0.6408172249794006,-0.0579780340194702,0.3344889283180237,0.5786903500556946,-0.0785752311348915,0.2937324047088623,0.5360386371612549,-0.1002012863755226,0.4457724392414093,0.4841019213199615,-0.04653912037611,0.4474773406982422,0.3631667494773865,-0.078818030655384,0.4529164433479309,0.2865623235702514,-0.1037627011537551,0.4612332880496979,0.2236001193523407,-0.1210826858878135,0.4980523586273193,0.4797613620758056,-0.0522354766726493,0.5106599926948547,0.3460153043270111,-0.0800894871354103,0.5208057165145874,0.2609506249427795,-0.1016660183668136,0.5317796468734741,0.1916549205780029,-0.1173072904348373,0.5467922687530518,0.4985978305339813,-0.0621742121875286,0.5683609247207642,0.3771904706954956,-0.0909283906221389,0.5788701176643372,0.2987883985042572,-0.1096585243940353,0.5872938632965088,0.2324605286121368,-0.1227279081940651,0.592854917049408,0.5381174087524414,-0.0750305652618408,0.6296147704124451,0.4550480246543884,-0.1019639447331428,0.6531869769096375,0.3998201191425323,-0.113670639693737,0.6730196475982666,0.3504731655120849,-0.1207704320549964,HELLO
